entry_id,symbol,direction,signal_index,signal_time,signal_datetime,entry_index,entry_time,entry_datetime,entry_price,exit_index,exit_time,exit_datetime,exit_price,duration_bars,peak_favorable_price,max_adverse_price,max_roe_pct,max_stoploss_pct,net_pnl_pct,label
33,ETHUSDT,SELL,6468,1766442600000,2025-12-22 22:30:00,6469,1766443500000,2025-12-22 22:45:00,2992.43,6788,1766731500000,2025-12-26 06:45:00,2979.08,320,2886.75,3035.0,3.532,1.423,0.446,win
34,ETHUSDT,BUY,6788,1766730600000,2025-12-26 06:30:00,6789,1766731500000,2025-12-26 06:45:00,2979.08,6829,1766768400000,2025-12-26 17:00:00,2908.36,41,2992.88,2893.0,0.463,2.889,-2.374,lose
35,ETHUSDT,SELL,6829,1766767500000,2025-12-26 16:45:00,6830,1766768400000,2025-12-26 17:00:00,2908.36,6997,1766919600000,2025-12-28 11:00:00,2941.99,168,2906.18,2959.84,0.075,1.77,-1.156,lose
36,ETHUSDT,BUY,6997,1766918700000,2025-12-28 10:45:00,6998,1766919600000,2025-12-28 11:00:00,2941.99,7098,1767010500000,2025-12-29 12:15:00,2918.77,101,3056.0,2911.65,3.875,1.031,-0.789,win
37,ETHUSDT,SELL,7098,1767009600000,2025-12-29 12:00:00,7099,1767010500000,2025-12-29 12:15:00,2918.77,7211,1767112200000,2025-12-30 16:30:00,2990.5,113,2908.58,3008.67,0.349,3.08,-2.458,lose
38,ETHUSDT,BUY,7211,1767111300000,2025-12-30 16:15:00,7212,1767112200000,2025-12-30 16:30:00,2990.5,7963,1767789000000,2026-01-07 12:30:00,3214.4,752,3308.0,2941.27,10.617,1.646,7.487,win
39,ETHUSDT,SELL,7963,1767788100000,2026-01-07 12:15:00,7964,1767789000000,2026-01-07 12:30:00,3214.4,8350,1768137300000,2026-01-11 13:15:00,3113.84,387,3052.43,3228.0,5.039,0.423,3.128,win
40,ETHUSDT,BUY,8350,1768136400000,2026-01-11 13:00:00,8351,1768137300000,2026-01-11 13:15:00,3113.84,8501,1768273200000,2026-01-13 03:00:00,3100.13,151,3170.88,3061.35,1.832,1.686,-0.44,lose
41,ETHUSDT,SELL,8501,1768272300000,2026-01-13 02:45:00,8502,1768273200000,2026-01-13 03:00:00,3100.13,8553,1768320000000,2026-01-13 16:00:00,3183.11,52,3099.82,3188.08,0.01,2.837,-2.677,lose
42,ETHUSDT,BUY,8553,1768319100000,2026-01-13 15:45:00,8554,1768320000000,2026-01-13 16:00:00,3183.11,8795,1768537800000,2026-01-16 04:30:00,3296.49,242,3403.77,3170.23,6.932,0.405,3.562,win
43,ETHUSDT,SELL,8795,1768536900000,2026-01-16 04:15:00,8796,1768537800000,2026-01-16 04:30:00,3296.49,8936,1768664700000,2026-01-17 15:45:00,3327.08,141,3251.42,3327.75,1.367,0.948,-0.928,lose
44,ETHUSDT,BUY,8936,1768663800000,2026-01-17 15:30:00,8937,1768664700000,2026-01-17 15:45:00,3327.08,9067,1768782600000,2026-01-19 00:30:00,3202.7,131,3367.98,3175.0,1.229,4.571,-3.738,lose
45,ETHUSDT,SELL,9067,1768781700000,2026-01-19 00:15:00,9068,1768782600000,2026-01-19 00:30:00,3202.7,9798,1769440500000,2026-01-26 15:15:00,2943.77,731,2784.15,3234.71,13.069,0.999,8.085,win
46,ETHUSDT,BUY,9798,1769439600000,2026-01-26 15:00:00,9799,1769440500000,2026-01-26 15:15:00,2943.77,10052,1769669100000,2026-01-29 06:45:00,2955.33,254,3045.0,2884.93,3.439,1.999,0.393,win
47,ETHUSDT,SELL,10052,1769668200000,2026-01-29 06:30:00,10053,1769669100000,2026-01-29 06:45:00,2955.33,10862,1770398100000,2026-02-06 17:15:00,2041.4,810,1736.02,2969.0,41.258,0.463,30.925,win
48,ETHUSDT,BUY,10862,1770397200000,2026-02-06 17:00:00,10863,1770398100000,2026-02-06 17:15:00,2041.4,11123,1770633000000,2026-02-09 10:30:00,2026.98,261,2152.0,1993.34,5.418,2.354,-0.706,win
49,ETHUSDT,SELL,11123,1770632100000,2026-02-09 10:15:00,11124,1770633000000,2026-02-09 10:30:00,2026.98,11158,1770664500000,2026-02-09 19:15:00,2124.85,35,2008.0,2142.82,0.936,5.715,-4.828,lose
50,ETHUSDT,BUY,11158,1770663600000,2026-02-09 19:00:00,11159,1770664500000,2026-02-09 19:15:00,2124.85,11206,1770707700000,2026-02-10 07:15:00,2010.18,48,2148.0,1996.06,1.089,6.061,-5.397,lose
51,ETHUSDT,SELL,11206,1770706800000,2026-02-10 07:00:00,11207,1770707700000,2026-02-10 07:15:00,2010.18,11527,1770996600000,2026-02-13 15:30:00,2038.73,321,1893.77,2046.1,5.791,1.787,-1.42,win
52,ETHUSDT,BUY,11527,1770995700000,2026-02-13 15:15:00,11528,1770996600000,2026-02-13 15:30:00,2038.73,11713,1771164000000,2026-02-15 14:00:00,2001.2,186,2107.02,1992.0,3.35,2.292,-1.841,win
