entry_id,symbol,direction,signal_index,signal_datetime,entry_index,entry_datetime,entry_price,exit_datetime,exit_price,duration_bars,max_roe_pct,max_stoploss_pct,net_pnl_pct,label,liq_filtered,danger_liq_dist_pct,danger_zone_type
1,BTCUSDT,SELL,14,2025-10-16 17:00:00,15,2025-10-16 17:15:00,108432.0,2025-10-19 12:00:00,107730.6,267,4.576,0.708,0.647,win,False,,
4,BTCUSDT,BUY,487,2025-10-21 15:15:00,488,2025-10-21 15:30:00,112899.9,2025-10-22 01:00:00,107930.1,38,0.921,4.537,-4.402,lose,False,,
6,BTCUSDT,BUY,671,2025-10-23 13:15:00,672,2025-10-23 13:30:00,109106.1,2025-10-28 05:45:00,113650.0,449,6.667,0.42,4.165,win,False,4.458,BSL
7,BTCUSDT,SELL,1120,2025-10-28 05:30:00,1121,2025-10-28 05:45:00,113650.0,2025-10-31 12:00:00,110375.7,313,6.555,2.133,2.881,win,False,6.397,SSL
9,BTCUSDT,SELL,1687,2025-11-03 03:15:00,1688,2025-11-03 03:30:00,108079.9,2025-11-05 18:15:00,103889.9,251,8.504,0.251,3.877,win,False,,
10,BTCUSDT,BUY,1938,2025-11-05 18:00:00,1939,2025-11-05 18:15:00,103889.9,2025-11-06 17:45:00,101316.5,94,0.585,3.515,-2.477,lose,False,3.352,BSL
11,BTCUSDT,SELL,2032,2025-11-06 17:30:00,2033,2025-11-06 17:45:00,101316.5,2025-11-07 20:30:00,103145.0,107,2.089,2.034,-1.805,win,False,2.243,SSL
13,BTCUSDT,SELL,2286,2025-11-09 09:00:00,2287,2025-11-09 09:15:00,102009.2,2025-11-09 15:15:00,103300.3,24,0.541,1.982,-1.266,lose,False,,
14,BTCUSDT,BUY,2310,2025-11-09 15:00:00,2311,2025-11-09 15:15:00,103300.3,2025-11-11 16:00:00,103417.2,195,4.04,0.16,0.113,win,False,3.942,BSL
15,BTCUSDT,SELL,2505,2025-11-11 15:45:00,2506,2025-11-11 16:00:00,103417.2,2025-11-12 11:45:00,104708.7,79,0.984,1.688,-1.249,lose,False,,
16,BTCUSDT,BUY,2584,2025-11-12 11:30:00,2585,2025-11-12 11:45:00,104708.7,2025-11-12 16:30:00,101750.2,19,0.562,3.279,-2.825,lose,False,,
17,BTCUSDT,SELL,2603,2025-11-12 16:15:00,2604,2025-11-12 16:30:00,101750.2,2025-11-18 21:45:00,92591.1,597,12.519,2.235,9.002,win,False,,
19,BTCUSDT,SELL,3235,2025-11-19 06:15:00,3236,2025-11-19 06:30:00,90769.3,2025-11-20 03:00:00,92556.0,82,2.429,2.193,-1.968,win,False,2.183,SSL
21,BTCUSDT,SELL,3372,2025-11-20 16:30:00,3373,2025-11-20 16:45:00,88199.0,2025-11-23 02:45:00,86120.0,232,8.616,0.224,2.357,win,False,,
22,BTCUSDT,BUY,3604,2025-11-23 02:30:00,3605,2025-11-23 02:45:00,86120.0,2025-11-26 11:00:00,86916.1,321,3.55,1.038,0.924,win,False,2.365,BSL
24,BTCUSDT,BUY,3954,2025-11-26 18:00:00,3955,2025-11-26 18:15:00,90001.1,2025-12-01 00:30:00,88338.3,409,3.421,1.876,-1.848,win,False,3.46,BSL
25,BTCUSDT,SELL,4363,2025-12-01 00:15:00,4364,2025-12-01 00:30:00,88338.3,2025-12-02 14:45:00,88784.0,153,5.153,0.589,-0.505,win,False,3.349,SSL
26,BTCUSDT,BUY,4516,2025-12-02 14:30:00,4517,2025-12-02 14:45:00,88784.0,2025-12-05 05:00:00,91985.6,249,6.083,0.051,3.606,win,False,5.739,BSL
27,BTCUSDT,SELL,4765,2025-12-05 04:45:00,4766,2025-12-05 05:00:00,91985.6,2025-12-07 18:45:00,91337.3,247,4.672,0.511,0.705,win,False,9.196,SSL
30,BTCUSDT,BUY,5195,2025-12-09 16:15:00,5196,2025-12-09 16:30:00,93344.8,2025-12-11 01:30:00,91044.0,132,1.296,2.876,-2.465,lose,False,4.158,BSL
31,BTCUSDT,SELL,5327,2025-12-11 01:15:00,5328,2025-12-11 01:30:00,91044.0,2025-12-11 22:00:00,92823.6,82,2.025,2.75,-1.955,win,False,1.55,SSL
34,BTCUSDT,BUY,5888,2025-12-16 21:30:00,5889,2025-12-16 21:45:00,87843.7,2025-12-18 07:00:00,86607.0,133,2.868,2.94,-1.408,win,False,2.083,BSL
35,BTCUSDT,SELL,6021,2025-12-18 06:45:00,6022,2025-12-18 07:00:00,86607.0,2025-12-18 14:30:00,88488.4,30,0.07,3.28,-2.172,lose,False,3.557,SSL
37,BTCUSDT,SELL,6088,2025-12-18 23:30:00,6089,2025-12-18 23:45:00,85444.7,2025-12-19 09:00:00,88063.2,37,0.447,3.419,-3.065,lose,False,2.245,SSL
38,BTCUSDT,BUY,6125,2025-12-19 08:45:00,6126,2025-12-19 09:00:00,88063.2,2025-12-23 02:45:00,88229.0,359,2.88,1.44,0.188,win,False,1.828,BSL
40,BTCUSDT,BUY,6731,2025-12-25 16:15:00,6732,2025-12-25 16:30:00,88377.0,2025-12-26 16:15:00,86980.1,95,1.336,1.988,-1.581,lose,False,2.462,BSL
44,BTCUSDT,BUY,7209,2025-12-30 15:45:00,7210,2025-12-30 16:00:00,88966.8,2025-12-31 17:30:00,87588.4,102,0.436,1.817,-1.549,lose,False,1.783,BSL
46,BTCUSDT,BUY,7424,2026-01-01 21:30:00,7425,2026-01-01 21:45:00,88286.3,2026-01-06 18:15:00,91784.2,466,7.333,0.026,3.962,win,False,2.568,BSL
