entry_price,exit_price,entry_bar,exit_bar,duration_bars,exit_reason,max_roe_pct,max_sl_pct,gross_pnl_pct,fee_pct,net_pnl_pct,net_profit_usd,is_win,symbol,strategy_mode,trade_type,direction,signal_bar,signal_datetime
0.2341,0.2371,25015,25123,109,REVERSE_SIGNAL,1.356,0.182,1.271,0.07,1.201,12.01,True,ADAUSDT,1,FADE,BUY,25012,2026-05-30 08:40:00
0.2122,0.208,26250,26256,7,TP,2.215,0.047,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,SELL,26249,2026-06-03 15:45:00
0.1582,0.1614,27041,27094,54,TP,2.086,3.034,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,27040,2026-06-06 09:40:00
0.1649,0.1682,27484,27644,161,TP,2.122,3.093,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,27483,2026-06-07 22:35:00
0.1647,0.1589,28245,28330,86,SL,1.336,3.764,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,BUY,28244,2026-06-10 14:00:00
0.1711,0.1745,29486,29490,5,TP,2.864,0.234,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,29485,2026-06-14 21:25:00
0.1799,0.1763,29769,29830,62,TP,2.112,0.723,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,SELL,29768,2026-06-15 21:00:00
0.1809,0.1746,29912,29976,65,SL,0.221,3.648,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,BUY,29911,2026-06-16 08:55:00
0.1536,0.1505,32126,32160,35,TP,2.083,0.456,2.0,0.07,1.93,19.3,True,ADAUSDT,1,FADE,SELL,32119,2026-06-24 00:55:00
0.1457,0.1486,32364,32372,9,TP,2.539,0.137,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,32363,2026-06-24 21:15:00
0.1468,0.1417,32771,32843,73,SL,0.272,3.951,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,BUY,32770,2026-06-26 07:10:00
0.1466,0.1488,33109,33149,41,REVERSE_SIGNAL,1.626,0.284,1.489,0.07,1.419,14.19,True,ADAUSDT,1,FADE,BUY,33104,2026-06-27 11:00:00
0.1436,0.1458,33862,34055,194,REVERSE_SIGNAL,1.964,1.1,1.546,0.07,1.476,14.76,True,ADAUSDT,1,FADE,BUY,33842,2026-06-30 00:30:00
0.1458,0.1487,34056,34167,112,TP,2.881,2.743,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,34055,2026-06-30 18:15:00
0.153,0.1565,34419,34518,100,REVERSE_SIGNAL,0.327,2.418,-2.288,0.1,-2.388,-23.88,False,ADAUSDT,1,TREND,SELL,34418,2026-07-02 00:30:00
0.1756,0.1791,35103,35156,54,TP,2.301,0.319,2.0,0.07,1.93,19.3,True,ADAUSDT,1,FADE,BUY,35083,2026-07-04 07:55:00
0.189,0.1927,35349,35366,18,SL,0.212,2.751,-1.952,0.1,-2.052,-20.52,False,ADAUSDT,1,TREND,SELL,35348,2026-07-05 06:00:00
0.1913,0.1871,35545,35617,73,SL,0.68,2.405,-2.186,0.1,-2.286,-22.86,False,ADAUSDT,1,TREND,BUY,35544,2026-07-05 22:20:00
0.1693,0.1659,36505,36625,121,TP,2.469,0.425,2.0,0.07,1.93,19.3,True,ADAUSDT,1,FADE,SELL,36493,2026-07-09 05:25:00
0.1693,0.1659,36761,36890,130,TP,2.469,0.307,2.0,0.07,1.93,19.3,True,ADAUSDT,1,FADE,SELL,36747,2026-07-10 02:35:00
0.1607,0.161,38720,38856,137,REVERSE_SIGNAL,0.788,1.949,0.166,0.07,0.096,0.96,True,ADAUSDT,1,FADE,BUY,38719,2026-07-16 22:55:00
0.158,0.1612,38895,38901,7,TP,2.076,0.266,2.0,0.07,1.93,19.3,True,ADAUSDT,1,FADE,BUY,38893,2026-07-17 13:25:00
0.1628,0.1661,38912,38932,21,TP,2.15,1.106,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,38911,2026-07-17 14:55:00
0.1648,0.1662,39178,39269,92,REVERSE_SIGNAL,1.153,0.91,0.85,0.07,0.78,7.8,True,ADAUSDT,1,FADE,BUY,39159,2026-07-18 11:35:00
0.1671,0.1625,39610,39663,54,REVERSE_SIGNAL,0.06,2.992,-2.753,0.1,-2.853,-28.53,False,ADAUSDT,1,TREND,BUY,39609,2026-07-20 01:05:00
0.1625,0.1641,39664,39743,80,REVERSE_SIGNAL,1.231,2.215,-0.985,0.1,-1.085,-10.85,False,ADAUSDT,1,TREND,SELL,39663,2026-07-20 05:35:00
0.1734,0.169,40454,40639,186,SL,1.865,2.865,-2.5,0.07,-2.57,-25.7,False,ADAUSDT,1,FADE,BUY,40453,2026-07-22 23:25:00
0.1858,0.1821,43649,43728,80,TP,2.207,0.861,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,SELL,43648,2026-08-03 01:40:00
0.1882,0.192,43756,43794,39,TP,3.135,1.328,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,43755,2026-08-03 10:35:00
0.194,0.1979,44308,44322,15,TP,2.68,0.412,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,44307,2026-08-05 08:35:00
0.2001,0.2031,44802,44855,54,SL,0.8,1.899,-1.501,0.1,-1.601,-16.01,False,ADAUSDT,1,TREND,SELL,44801,2026-08-07 01:45:00
0.1841,0.182,46556,46701,146,REVERSE_SIGNAL,1.208,1.29,1.154,0.07,1.084,10.84,True,ADAUSDT,1,FADE,SELL,46555,2026-08-13 03:55:00
0.1752,0.1729,48117,48205,89,REVERSE_SIGNAL,1.484,0.97,1.313,0.07,1.243,12.43,True,ADAUSDT,1,FADE,SELL,48116,2026-08-18 14:00:00
0.1752,0.1796,48284,48421,138,SL,0.97,4.566,-2.5,0.07,-2.57,-25.7,False,ADAUSDT,1,FADE,SELL,48283,2026-08-19 03:55:00
0.1826,0.189,48567,48628,62,SL,0.493,3.943,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,SELL,48566,2026-08-20 03:30:00
0.1897,0.1935,48629,48663,35,TP,2.056,0.843,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,48628,2026-08-20 08:40:00
0.2283,0.2237,49202,49208,7,TP,2.146,0.044,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,SELL,49201,2026-08-22 08:25:00
0.2321,0.224,49348,49362,15,SL,0.259,3.748,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,BUY,49347,2026-08-22 20:35:00
0.2225,0.218,49418,49432,15,TP,2.157,1.348,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,SELL,49417,2026-08-23 02:25:00
0.2244,0.2289,49535,49553,19,TP,2.362,0.223,2.0,0.1,1.9,19.0,True,ADAUSDT,1,TREND,BUY,49534,2026-08-23 12:10:00
0.2183,0.2259,49700,49830,131,SL,0.779,3.71,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,SELL,49699,2026-08-24 01:55:00
0.2256,0.2177,49833,49886,54,SL,0.887,3.723,-3.5,0.1,-3.6,-36.0,False,ADAUSDT,1,TREND,BUY,49832,2026-08-24 13:00:00
0.9916,1.0115,213,226,14,TP,2.085,0.355,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,210,2026-03-05 05:50:00
0.9468,0.9657,1351,1457,107,TP,2.165,1.088,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,1350,2026-03-09 04:50:00
0.9566,0.9612,1813,2027,215,REVERSE_SIGNAL,0.608,2.34,0.483,0.07,0.413,4.13,True,APTUSDT,1,FADE,BUY,1807,2026-03-10 18:55:00
0.9183,0.9366,2560,2588,29,TP,2.247,0.116,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,2559,2026-03-13 09:35:00
0.9434,0.9623,2600,2608,9,TP,2.512,0.074,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,2599,2026-03-13 12:55:00
0.9823,1.002,3652,3692,41,TP,2.185,0.217,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,3649,2026-03-17 04:25:00
0.983,0.9633,4028,4040,13,TP,2.065,0.02,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,4027,2026-03-18 11:55:00
0.9797,0.9649,4141,4275,135,REVERSE_SIGNAL,1.46,2.337,-1.511,0.1,-1.611,-16.11,False,APTUSDT,1,TREND,BUY,4140,2026-03-18 21:20:00
0.9816,1.0013,4802,4820,19,TP,2.076,0.084,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,4796,2026-03-21 04:00:00
0.9385,0.9213,5337,5406,70,REVERSE_SIGNAL,1.673,1.929,-1.833,0.1,-1.933,-19.33,False,APTUSDT,1,TREND,BUY,5336,2026-03-23 01:00:00
0.9119,0.9301,5412,5457,46,TP,5.061,0.795,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,5406,2026-03-23 06:50:00
0.9543,0.9734,5460,5513,54,TP,2.798,2.001,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,5459,2026-03-23 11:15:00
1.0301,1.0662,5790,5856,67,SL,0.709,4.068,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,SELL,5789,2026-03-24 14:45:00
1.0846,1.1063,5860,5892,33,TP,2.231,1.42,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,5859,2026-03-24 20:35:00
1.0609,1.0749,5947,6123,177,REVERSE_SIGNAL,1.103,2.432,-1.32,0.1,-1.42,-14.2,False,APTUSDT,1,TREND,SELL,5946,2026-03-25 03:50:00
0.9473,0.9284,7386,7507,122,TP,2.135,0.303,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,7373,2026-03-30 02:45:00
0.8848,0.9047,7808,7987,180,REVERSE_SIGNAL,1.526,2.486,-2.249,0.1,-2.349,-23.49,False,APTUSDT,1,TREND,SELL,7807,2026-03-31 14:55:00
0.9149,0.8966,7989,8052,64,TP,2.118,0.145,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,7987,2026-04-01 05:55:00
0.8521,0.8422,8963,9136,174,REVERSE_SIGNAL,1.26,0.067,1.166,0.07,1.096,10.96,True,APTUSDT,1,FADE,SELL,8962,2026-04-04 15:10:00
0.8521,0.8734,9356,9468,113,SL,1.119,2.801,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,SELL,9348,2026-04-05 23:20:00
0.8556,0.8342,9563,9632,70,SL,0.847,2.706,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,BUY,9562,2026-04-06 17:10:00
0.8573,0.8359,10080,10160,81,SL,0.857,2.642,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,BUY,10073,2026-04-08 11:45:00
0.879,0.8547,11854,11883,30,SL,0.0,2.776,-2.763,0.1,-2.863,-28.63,False,APTUSDT,1,TREND,BUY,11853,2026-04-14 16:05:00
0.8474,0.8643,11893,11949,57,TP,2.278,0.012,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,11891,2026-04-14 19:15:00
0.8696,0.8529,12007,12039,33,REVERSE_SIGNAL,1.995,0.328,1.915,0.07,1.845,18.45,True,APTUSDT,1,FADE,SELL,11997,2026-04-15 04:05:00
0.9983,0.9912,12616,12841,226,REVERSE_SIGNAL,1.863,2.995,-0.711,0.1,-0.811,-8.11,False,APTUSDT,1,TREND,BUY,12615,2026-04-17 07:35:00
0.9289,0.9475,13489,13605,117,TP,2.002,0.549,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,13488,2026-04-20 08:20:00
0.9471,0.9281,13814,13882,69,TP,2.194,0.172,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,13804,2026-04-21 10:40:00
0.9195,0.9384,13884,13971,88,REVERSE_SIGNAL,0.326,2.295,-2.055,0.1,-2.155,-21.55,False,APTUSDT,1,TREND,SELL,13883,2026-04-21 17:15:00
0.928,0.9466,14467,14513,47,TP,2.067,0.315,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,14466,2026-04-23 17:50:00
0.9537,0.9646,15482,15684,203,REVERSE_SIGNAL,1.529,1.606,1.141,0.07,1.071,10.71,True,APTUSDT,1,FADE,BUY,15470,2026-04-27 05:30:00
0.9855,1.0052,16440,16565,126,TP,2.168,0.673,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,16439,2026-04-30 14:15:00
0.9747,0.9942,17424,17442,19,TP,2.013,0.038,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,17423,2026-05-04 00:15:00
0.9613,0.9805,17909,17951,43,TP,2.018,0.094,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,17908,2026-05-05 16:40:00
0.9983,1.0233,17977,18038,62,SL,1.706,3.032,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,SELL,17959,2026-05-05 20:55:00
1.004,1.0317,18480,18585,106,REVERSE_SIGNAL,0.01,3.127,-2.759,0.1,-2.859,-28.59,False,APTUSDT,1,TREND,SELL,18479,2026-05-07 16:15:00
1.1153,1.093,19465,19744,280,TP,2.098,2.484,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,19464,2026-05-11 02:20:00
1.0899,1.0681,20162,20163,2,TP,2.395,0.064,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,20161,2026-05-13 12:25:00
1.0589,1.0437,20479,20616,138,REVERSE_SIGNAL,1.794,2.012,-1.435,0.1,-1.535,-15.35,False,APTUSDT,1,TREND,BUY,20478,2026-05-14 14:50:00
1.0437,1.0228,20617,20654,38,TP,3.047,0.642,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,20616,2026-05-15 02:20:00
0.9393,0.951,21334,21424,91,REVERSE_SIGNAL,1.623,1.049,1.25,0.07,1.18,11.8,True,APTUSDT,1,FADE,BUY,21328,2026-05-17 13:40:00
0.9149,0.9332,21679,21680,2,TP,2.284,0.109,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,21676,2026-05-18 18:40:00
0.9438,0.9674,22094,22357,264,SL,1.64,2.514,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,SELL,22093,2026-05-20 05:25:00
0.9464,0.9654,22448,22522,75,TP,2.132,0.341,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,22447,2026-05-21 10:55:00
0.9741,0.9936,22529,22756,228,TP,2.002,1.191,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,22528,2026-05-21 17:40:00
0.9694,0.95,22827,22829,3,TP,2.166,0.031,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,22826,2026-05-22 18:30:00
0.9575,0.9767,23764,23822,59,TP,2.315,0.829,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,23761,2026-05-26 00:25:00
0.9833,0.9636,24147,24164,18,TP,2.105,0.142,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,24146,2026-05-27 08:30:00
0.9954,0.9457,24233,24305,73,SL,0.563,5.063,-4.995,0.1,-5.095,-50.95,False,APTUSDT,1,TREND,BUY,24232,2026-05-27 15:40:00
0.937,0.9131,24489,24500,12,SL,0.021,2.753,-2.548,0.1,-2.648,-26.48,False,APTUSDT,1,TREND,BUY,24488,2026-05-28 13:00:00
0.9185,0.9001,24672,24782,111,TP,2.254,2.482,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,24671,2026-05-29 04:15:00
0.9358,0.9545,24811,24926,116,TP,2.18,1.678,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,24810,2026-05-29 15:50:00
0.9513,0.9323,25472,25508,37,TP,2.274,0.67,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,25457,2026-05-31 21:45:00
0.9425,0.9095,25704,25797,94,SL,0.838,3.82,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,BUY,25703,2026-06-01 18:15:00
0.8557,0.8386,26150,26252,103,TP,2.431,1.788,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,26146,2026-06-03 07:10:00
0.8251,0.8086,26257,26310,54,TP,2.169,1.963,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,26256,2026-06-03 16:20:00
0.7395,0.7247,26612,26668,57,TP,2.096,2.299,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,26611,2026-06-04 21:55:00
0.6639,0.6407,27035,27050,16,SL,0.618,3.555,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,BUY,27034,2026-06-06 09:10:00
0.6733,0.6868,27228,27323,96,TP,2.064,1.055,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,27227,2026-06-07 01:15:00
0.6749,0.6884,27486,27695,210,TP,2.43,3.156,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,27485,2026-06-07 22:45:00
0.6698,0.6564,27791,27795,5,TP,2.568,0.403,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,27790,2026-06-09 00:10:00
0.6697,0.6463,27855,27981,127,SL,0.926,3.867,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,BUY,27854,2026-06-09 05:30:00
0.64,0.6528,27987,27987,1,TP,2.016,0.141,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,27983,2026-06-09 16:15:00
0.6376,0.624,28416,28512,97,SL,0.878,2.337,-2.139,0.1,-2.239,-22.39,False,APTUSDT,1,TREND,BUY,28415,2026-06-11 04:15:00
0.6216,0.6434,28573,28577,5,SL,0.064,4.424,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,SELL,28572,2026-06-11 17:20:00
0.6361,0.6562,28732,28766,35,SL,0.597,3.238,-3.157,0.1,-3.257,-32.57,False,APTUSDT,1,TREND,SELL,28731,2026-06-12 06:35:00
0.661,0.6397,28769,28925,157,REVERSE_SIGNAL,1.271,3.389,-3.222,0.1,-3.322,-33.22,False,APTUSDT,1,TREND,BUY,28768,2026-06-12 09:40:00
0.6567,0.6731,28994,29029,36,SL,1.218,2.939,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,SELL,28987,2026-06-13 03:55:00
0.6678,0.6812,29485,29489,5,TP,2.171,0.21,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,29484,2026-06-14 21:20:00
0.6645,0.6878,29977,30121,145,SL,1.776,3.883,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,SELL,29976,2026-06-16 14:20:00
0.6941,0.6802,30289,30297,9,TP,2.262,0.245,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,30281,2026-06-17 15:45:00
0.622,0.6344,30723,30832,110,TP,2.321,1.474,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,BUY,30722,2026-06-19 04:30:00
0.6472,0.6699,31531,31544,14,SL,0.139,3.569,-3.5,0.1,-3.6,-36.0,False,APTUSDT,1,TREND,SELL,31530,2026-06-21 23:50:00
0.6744,0.661,31549,31568,20,TP,2.378,0.557,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,31545,2026-06-22 01:05:00
0.6615,0.6483,31766,31893,128,TP,2.676,0.529,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,31765,2026-06-22 19:25:00
0.6407,0.6535,31996,32126,131,TP,2.31,1.826,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,BUY,31995,2026-06-23 14:35:00
0.6296,0.6259,32358,32533,176,REVERSE_SIGNAL,1.572,1.636,-0.588,0.1,-0.688,-6.88,False,APTUSDT,1,TREND,BUY,32357,2026-06-24 20:45:00
0.6054,0.5933,32774,32801,28,TP,2.192,0.105,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,32770,2026-06-26 07:10:00
0.5864,0.5747,32816,32843,28,TP,2.115,0.887,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,32815,2026-06-26 10:55:00
0.6054,0.5952,32882,33110,229,REVERSE_SIGNAL,1.927,1.426,1.679,0.07,1.609,16.09,True,APTUSDT,1,FADE,SELL,32881,2026-06-26 16:25:00
0.5705,0.5562,33842,33984,143,SL,1.263,2.593,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,BUY,33838,2026-06-30 00:10:00
0.6381,0.6287,35172,35272,101,REVERSE_SIGNAL,1.975,0.956,1.473,0.07,1.403,14.03,True,APTUSDT,1,FADE,SELL,35170,2026-07-04 15:10:00
0.6336,0.6209,36238,36239,2,TP,2.677,0.054,2.0,0.07,1.93,19.3,True,APTUSDT,1,FADE,SELL,36237,2026-07-08 08:05:00
0.6113,0.5991,36293,36293,1,TP,2.323,0.065,2.0,0.1,1.9,19.0,True,APTUSDT,1,TREND,SELL,36292,2026-07-08 12:40:00
0.6275,0.6191,38310,38489,180,REVERSE_SIGNAL,1.635,0.771,1.332,0.07,1.262,12.62,True,APTUSDT,1,FADE,SELL,38309,2026-07-15 12:45:00
0.6032,0.6183,39790,39949,160,SL,1.475,2.636,-2.5,0.07,-2.57,-25.7,False,APTUSDT,1,FADE,SELL,39783,2026-07-20 15:35:00
