entry_price,exit_price,entry_bar,exit_bar,duration_bars,exit_reason,max_roe_pct,max_sl_pct,gross_pnl_pct,fee_pct,net_pnl_pct,net_profit_usd,is_win,symbol,strategy_mode,trade_type,direction,signal_bar,signal_datetime
0.2797,0.2778,19603,19767,165,REVERSE_SIGNAL,1.287,1.359,0.679,0.1,0.579,5.79,True,ADAUSDT,2,FADE,SELL,19602,2026-05-11 13:50:00
0.2778,0.2695,19768,19898,131,SL,0.18,3.204,-3.0,0.1,-3.1,-31.0,False,ADAUSDT,2,FADE,BUY,19767,2026-05-12 03:35:00
0.274,0.2706,20057,20155,99,REVERSE_SIGNAL,1.46,1.35,1.241,0.1,1.141,11.41,True,ADAUSDT,2,FADE,SELL,20056,2026-05-13 03:40:00
0.2706,0.2671,20156,20460,305,REVERSE_SIGNAL,3.548,0.296,1.293,0.1,1.193,11.93,True,ADAUSDT,2,TREND,SELL,20155,2026-05-13 11:55:00
0.2671,0.2705,20461,20628,168,REVERSE_SIGNAL,4.942,0.899,1.273,0.1,1.173,11.73,True,ADAUSDT,2,TREND,BUY,20460,2026-05-14 13:20:00
0.2705,0.2566,20629,21254,626,REVERSE_SIGNAL,6.876,0.037,5.139,0.1,5.039,50.39,True,ADAUSDT,2,TREND,SELL,20628,2026-05-15 03:20:00
0.2566,0.2542,21255,21335,81,SL,0.585,1.247,-0.935,0.1,-1.035,-10.35,False,ADAUSDT,2,TREND,BUY,21254,2026-05-17 07:30:00
0.2552,0.2475,21351,21448,98,SL,0.274,3.997,-3.0,0.1,-3.1,-31.0,False,ADAUSDT,2,FADE,BUY,21350,2026-05-17 15:30:00
0.2502,0.2487,21706,21876,171,REVERSE_SIGNAL,0.719,1.279,0.6,0.1,0.5,5.0,True,ADAUSDT,2,FADE,SELL,21705,2026-05-18 21:05:00
0.2487,0.2501,21877,22099,223,REVERSE_SIGNAL,0.965,0.804,0.563,0.1,0.463,4.63,True,ADAUSDT,2,FADE,BUY,21876,2026-05-19 11:20:00
0.2501,0.2491,22100,22392,293,REVERSE_SIGNAL,1.24,1.0,0.4,0.1,0.3,3.0,True,ADAUSDT,2,FADE,SELL,22099,2026-05-20 05:55:00
0.2491,0.2522,22393,22528,136,REVERSE_SIGNAL,1.485,1.485,1.244,0.1,1.144,11.44,True,ADAUSDT,2,FADE,BUY,22392,2026-05-21 06:20:00
0.2522,0.2491,22529,22785,257,REVERSE_SIGNAL,1.388,0.912,1.229,0.1,1.129,11.29,True,ADAUSDT,2,FADE,SELL,22528,2026-05-21 17:40:00
0.2491,0.2416,22786,22889,104,SL,0.442,3.372,-3.0,0.1,-3.1,-31.0,False,ADAUSDT,2,FADE,BUY,22785,2026-05-22 15:05:00
0.2407,0.2443,23060,23345,286,REVERSE_SIGNAL,4.196,0.208,1.496,0.1,1.396,13.96,True,ADAUSDT,2,TREND,BUY,23059,2026-05-23 13:55:00
0.2443,0.243,23346,23533,188,REVERSE_SIGNAL,2.456,0.0,0.532,0.1,0.432,4.32,True,ADAUSDT,2,TREND,SELL,23345,2026-05-24 13:45:00
0.243,0.2426,23534,23738,205,REVERSE_SIGNAL,0.329,1.934,0.165,0.1,0.065,0.65,True,ADAUSDT,2,FADE,SELL,23533,2026-05-25 05:25:00
0.2426,0.245,23739,23884,146,REVERSE_SIGNAL,1.195,1.401,0.989,0.1,0.889,8.89,True,ADAUSDT,2,FADE,BUY,23738,2026-05-25 22:30:00
0.245,0.2395,23885,23964,80,REVERSE_SIGNAL,2.367,0.939,2.245,0.1,2.145,21.45,True,ADAUSDT,2,FADE,SELL,23884,2026-05-26 10:40:00
0.2395,0.2323,23965,24378,414,SL,1.628,3.09,-3.0,0.1,-3.1,-31.0,False,ADAUSDT,2,FADE,BUY,23964,2026-05-26 17:20:00
