entry_price,exit_price,entry_bar,exit_bar,duration_bars,exit_reason,max_roe_pct,max_sl_pct,gross_pnl_pct,fee_pct,net_pnl_pct,net_profit_usd,is_win,symbol,strategy_mode,trade_type,direction,signal_bar,signal_datetime
656.99,651.99,21132,21172,41,REVERSE_SIGNAL,0.836,0.149,0.761,0.1,0.661,6.61,True,BNBUSDT,2,FADE,SELL,21131,2026-05-16 21:15:00
651.99,656.36,21173,21403,231,REVERSE_SIGNAL,0.896,0.262,0.67,0.1,0.57,5.7,True,BNBUSDT,2,FADE,BUY,21172,2026-05-17 00:40:00
656.36,645.34,21404,21448,45,REVERSE_SIGNAL,2.493,0.233,1.679,0.1,1.579,15.79,True,BNBUSDT,2,FADE,SELL,21403,2026-05-17 19:55:00
645.34,645.1,21449,21692,244,REVERSE_SIGNAL,0.738,1.691,-0.037,0.1,-0.137,-1.37,False,BNBUSDT,2,FADE,BUY,21448,2026-05-17 23:40:00
645.1,641.29,21693,21857,165,REVERSE_SIGNAL,0.775,0.367,0.591,0.1,0.491,4.91,True,BNBUSDT,2,FADE,SELL,21692,2026-05-18 20:00:00
641.29,642.66,21858,22102,245,REVERSE_SIGNAL,0.413,0.753,0.214,0.1,0.114,1.14,True,BNBUSDT,2,FADE,BUY,21857,2026-05-19 09:45:00
642.66,648.78,22103,22447,345,REVERSE_SIGNAL,0.162,2.149,-0.952,0.1,-1.052,-10.52,False,BNBUSDT,2,FADE,SELL,22102,2026-05-20 06:10:00
648.78,658.46,22448,22527,80,REVERSE_SIGNAL,1.729,0.33,1.492,0.1,1.392,13.92,True,BNBUSDT,2,FADE,BUY,22447,2026-05-21 10:55:00
658.46,656.48,22528,22735,208,REVERSE_SIGNAL,0.548,0.509,0.301,0.1,0.201,2.01,True,BNBUSDT,2,FADE,SELL,22527,2026-05-21 17:35:00
656.48,661.41,22736,22762,27,REVERSE_SIGNAL,0.81,0.12,0.751,0.1,0.651,6.51,True,BNBUSDT,2,FADE,BUY,22735,2026-05-22 10:55:00
661.41,655.32,22763,22828,66,REVERSE_SIGNAL,0.962,0.535,0.921,0.1,0.821,8.21,True,BNBUSDT,2,FADE,SELL,22762,2026-05-22 13:10:00
655.32,645.46,22829,23067,239,REVERSE_SIGNAL,3.101,0.002,1.505,0.1,1.405,14.05,True,BNBUSDT,2,TREND,SELL,22828,2026-05-22 18:40:00
645.46,656.87,23068,23355,288,REVERSE_SIGNAL,2.934,0.023,1.768,0.1,1.668,16.68,True,BNBUSDT,2,TREND,BUY,23067,2026-05-23 14:35:00
656.87,659.03,23356,23477,122,REVERSE_SIGNAL,1.046,0.489,-0.329,0.1,-0.429,-4.29,False,BNBUSDT,2,TREND,SELL,23355,2026-05-24 14:35:00
659.03,662.35,23478,23680,203,REVERSE_SIGNAL,0.451,2.197,-0.504,0.1,-0.604,-6.04,False,BNBUSDT,2,FADE,SELL,23477,2026-05-25 00:45:00
662.35,664.29,23681,23885,205,REVERSE_SIGNAL,0.397,1.019,0.293,0.1,0.193,1.93,True,BNBUSDT,2,FADE,BUY,23680,2026-05-25 17:40:00
664.29,658.2542,23886,23946,61,SL,0.634,1.003,-0.909,0.1,-1.009,-10.09,False,BNBUSDT,2,TREND,BUY,23885,2026-05-26 10:45:00
656.85,658.2,23971,24235,265,REVERSE_SIGNAL,0.431,0.967,0.206,0.1,0.106,1.06,True,BNBUSDT,2,FADE,BUY,23970,2026-05-26 17:50:00
658.2,653.0905,24236,24250,15,SL,0.34,0.895,-0.776,0.1,-0.876,-8.76,False,BNBUSDT,2,TREND,BUY,24235,2026-05-27 15:55:00
649.39,640.39,24305,24538,234,REVERSE_SIGNAL,3.229,0.176,1.386,0.1,1.286,12.86,True,BNBUSDT,2,TREND,SELL,24304,2026-05-27 21:40:00
640.39,635.23,24539,24648,110,REVERSE_SIGNAL,0.406,0.814,-0.806,0.1,-0.906,-9.06,False,BNBUSDT,2,TREND,BUY,24538,2026-05-28 17:10:00
635.23,641.35,24649,24742,94,REVERSE_SIGNAL,0.979,0.17,0.963,0.1,0.863,8.63,True,BNBUSDT,2,FADE,BUY,24648,2026-05-29 02:20:00
641.35,636.14,24743,24770,28,REVERSE_SIGNAL,0.936,0.023,0.812,0.1,0.712,7.12,True,BNBUSDT,2,FADE,SELL,24742,2026-05-29 10:10:00
636.14,644.35,24771,24822,52,REVERSE_SIGNAL,1.317,0.784,1.291,0.1,1.191,11.91,True,BNBUSDT,2,FADE,BUY,24770,2026-05-29 12:30:00
644.35,721.81,24823,25293,471,REVERSE_SIGNAL,15.867,1.03,12.021,0.1,11.921,119.21,True,BNBUSDT,2,TREND,BUY,24822,2026-05-29 16:50:00
721.81,700.1557,25294,25504,211,SL,1.735,3.964,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,BUY,25293,2026-05-31 08:05:00
718.31,690.7957,25601,25630,30,SL,1.822,4.467,-3.83,0.1,-3.93,-39.3,False,BNBUSDT,2,TREND,BUY,25600,2026-06-01 09:40:00
682.81,698.94,25656,25726,71,REVERSE_SIGNAL,1.268,2.43,-2.362,0.1,-2.462,-24.62,False,BNBUSDT,2,TREND,SELL,25655,2026-06-01 14:15:00
698.94,688.4922,25727,25790,64,SL,0.438,1.701,-1.495,0.1,-1.595,-15.95,False,BNBUSDT,2,TREND,BUY,25726,2026-06-01 20:10:00
685.63,665.0611,25838,25958,121,SL,0.219,3.295,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,BUY,25837,2026-06-02 05:25:00
608.86,596.25,26579,26671,93,REVERSE_SIGNAL,2.268,0.266,2.071,0.1,1.971,19.71,True,BNBUSDT,2,FADE,SELL,26578,2026-06-04 19:10:00
596.25,580.04,26672,27235,564,REVERSE_SIGNAL,6.603,1.174,2.719,0.1,2.619,26.19,True,BNBUSDT,2,TREND,SELL,26671,2026-06-05 02:55:00
580.04,592.75,27236,27568,333,REVERSE_SIGNAL,5.37,0.478,2.191,0.1,2.091,20.91,True,BNBUSDT,2,TREND,BUY,27235,2026-06-07 01:55:00
592.75,604.02,27569,27680,112,REVERSE_SIGNAL,2.055,0.086,1.901,0.1,1.801,18.01,True,BNBUSDT,2,FADE,BUY,27568,2026-06-08 05:40:00
604.02,601.17,27681,27790,110,REVERSE_SIGNAL,0.487,1.121,0.472,0.1,0.372,3.72,True,BNBUSDT,2,FADE,SELL,27680,2026-06-08 15:00:00
601.17,603.91,27791,27876,86,REVERSE_SIGNAL,0.772,1.324,0.456,0.1,0.356,3.56,True,BNBUSDT,2,FADE,BUY,27790,2026-06-09 00:10:00
603.91,597.18,27877,27938,62,REVERSE_SIGNAL,1.255,0.149,1.114,0.1,1.014,10.14,True,BNBUSDT,2,FADE,SELL,27876,2026-06-09 07:20:00
597.18,594.85,27939,28239,301,REVERSE_SIGNAL,2.726,0.316,0.39,0.1,0.29,2.9,True,BNBUSDT,2,TREND,SELL,27938,2026-06-09 12:30:00
594.85,582.62,28240,28343,104,REVERSE_SIGNAL,2.106,0.676,2.056,0.1,1.956,19.56,True,BNBUSDT,2,FADE,SELL,28239,2026-06-10 13:35:00
582.62,591.1496,28344,28378,35,SL,0.021,1.61,-1.464,0.1,-1.564,-15.64,False,BNBUSDT,2,TREND,SELL,28343,2026-06-10 22:15:00
591.82,599.13,28399,28729,331,REVERSE_SIGNAL,2.732,0.032,1.235,0.1,1.135,11.35,True,BNBUSDT,2,TREND,BUY,28398,2026-06-11 02:50:00
599.13,605.08,28730,28757,28,REVERSE_SIGNAL,1.072,0.392,0.993,0.1,0.893,8.93,True,BNBUSDT,2,FADE,BUY,28729,2026-06-12 06:25:00
605.08,603.39,28758,28918,161,REVERSE_SIGNAL,0.413,1.458,0.279,0.1,0.179,1.79,True,BNBUSDT,2,FADE,SELL,28757,2026-06-12 08:45:00
603.39,605.67,28919,29068,150,REVERSE_SIGNAL,0.527,0.612,0.378,0.1,0.278,2.78,True,BNBUSDT,2,FADE,BUY,28918,2026-06-12 22:10:00
605.67,605.58,29069,29406,338,REVERSE_SIGNAL,0.109,1.283,0.015,0.1,-0.085,-0.85,False,BNBUSDT,2,FADE,SELL,29068,2026-06-13 10:40:00
605.58,614.5,29407,29486,80,REVERSE_SIGNAL,1.519,0.426,1.473,0.1,1.373,13.73,True,BNBUSDT,2,FADE,BUY,29406,2026-06-14 14:50:00
614.5,619.93,29487,29767,281,REVERSE_SIGNAL,3.037,0.402,0.884,0.1,0.784,7.84,True,BNBUSDT,2,TREND,BUY,29486,2026-06-14 21:30:00
619.93,619.41,29768,29912,145,REVERSE_SIGNAL,0.224,1.407,-0.084,0.1,-0.184,-1.84,False,BNBUSDT,2,FADE,BUY,29767,2026-06-15 20:55:00
619.41,605.69,29913,29966,54,REVERSE_SIGNAL,3.009,0.0,2.215,0.1,2.115,21.15,True,BNBUSDT,2,FADE,SELL,29912,2026-06-16 09:00:00
605.69,609.59,29967,30249,283,REVERSE_SIGNAL,1.108,0.75,0.644,0.1,0.544,5.44,True,BNBUSDT,2,FADE,BUY,29966,2026-06-16 13:30:00
609.59,599.03,30250,30331,82,REVERSE_SIGNAL,2.005,0.543,1.732,0.1,1.632,16.32,True,BNBUSDT,2,FADE,SELL,30249,2026-06-17 13:05:00
599.03,578.38,30332,30844,513,REVERSE_SIGNAL,4.731,0.92,3.447,0.1,3.347,33.47,True,BNBUSDT,2,TREND,SELL,30331,2026-06-17 19:55:00
578.38,587.18,30845,31398,554,REVERSE_SIGNAL,0.323,2.402,-1.521,0.1,-1.621,-16.21,False,BNBUSDT,2,FADE,SELL,30844,2026-06-19 14:40:00
587.18,591.89,31399,31470,72,REVERSE_SIGNAL,0.846,0.031,0.802,0.1,0.702,7.02,True,BNBUSDT,2,FADE,BUY,31398,2026-06-21 12:50:00
591.89,586.36,31471,31499,29,REVERSE_SIGNAL,1.08,0.164,0.934,0.1,0.834,8.34,True,BNBUSDT,2,FADE,SELL,31470,2026-06-21 18:50:00
586.36,593.7,31500,31557,58,REVERSE_SIGNAL,1.634,0.428,1.252,0.1,1.152,11.52,True,BNBUSDT,2,FADE,BUY,31499,2026-06-21 21:15:00
593.7,591.58,31558,31762,205,REVERSE_SIGNAL,0.721,1.531,0.357,0.1,0.257,2.57,True,BNBUSDT,2,FADE,SELL,31557,2026-06-22 02:05:00
591.58,573.8326,31763,31920,158,SL,0.304,3.262,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,BUY,31762,2026-06-22 19:10:00
579.9,574.7781,32111,32160,50,SL,0.319,0.943,-0.883,0.1,-0.983,-9.83,False,BNBUSDT,2,TREND,BUY,32110,2026-06-24 00:10:00
574.27,578.6538,32244,32249,6,SL,0.028,1.405,-0.763,0.1,-0.863,-8.63,False,BNBUSDT,2,TREND,SELL,32243,2026-06-24 11:15:00
563.45,564.03,32378,32526,149,REVERSE_SIGNAL,1.643,0.154,0.103,0.1,0.003,0.03,True,BNBUSDT,2,TREND,BUY,32377,2026-06-24 22:25:00
564.03,560.32,32527,32667,141,REVERSE_SIGNAL,4.172,0.849,0.658,0.1,0.558,5.58,True,BNBUSDT,2,TREND,SELL,32526,2026-06-25 10:50:00
560.32,551.23,32668,32712,45,REVERSE_SIGNAL,1.747,0.775,1.622,0.1,1.522,15.22,True,BNBUSDT,2,FADE,SELL,32667,2026-06-25 22:35:00
551.23,561.3223,32713,32729,17,SL,0.062,1.925,-1.831,0.1,-1.931,-19.31,False,BNBUSDT,2,TREND,SELL,32712,2026-06-26 02:20:00
567.94,556.43,32772,32835,64,REVERSE_SIGNAL,2.051,0.493,2.027,0.1,1.927,19.27,True,BNBUSDT,2,FADE,SELL,32771,2026-06-26 07:15:00
556.43,567.17,32836,32924,89,REVERSE_SIGNAL,2.324,0.758,1.93,0.1,1.83,18.3,True,BNBUSDT,2,FADE,BUY,32835,2026-06-26 12:35:00
567.17,563.17,32925,33108,184,REVERSE_SIGNAL,0.79,0.333,0.705,0.1,0.605,6.05,True,BNBUSDT,2,FADE,SELL,32924,2026-06-26 20:00:00
563.17,566.5444,33109,33154,46,SL,0.082,0.771,-0.599,0.1,-0.699,-6.99,False,BNBUSDT,2,TREND,SELL,33108,2026-06-27 11:20:00
560.25,555.99,33757,33849,93,REVERSE_SIGNAL,0.837,0.537,0.76,0.1,0.66,6.6,True,BNBUSDT,2,FADE,SELL,33756,2026-06-29 17:20:00
555.99,550.12,33850,34159,310,REVERSE_SIGNAL,2.867,0.311,1.056,0.1,0.956,9.56,True,BNBUSDT,2,TREND,SELL,33849,2026-06-30 01:05:00
550.12,545.18,34160,34226,67,REVERSE_SIGNAL,1.04,0.589,0.898,0.1,0.798,7.98,True,BNBUSDT,2,FADE,SELL,34159,2026-07-01 02:55:00
545.18,549.434,34227,34289,63,SL,1.444,1.115,-0.78,0.1,-0.88,-8.8,False,BNBUSDT,2,TREND,SELL,34226,2026-07-01 08:30:00
551.7,548.37,34295,34415,121,REVERSE_SIGNAL,1.506,0.649,-0.604,0.1,-0.704,-7.04,False,BNBUSDT,2,TREND,BUY,34294,2026-07-01 14:10:00
548.37,554.6589,34416,34458,43,SL,0.337,1.379,-1.147,0.1,-1.247,-12.47,False,BNBUSDT,2,TREND,SELL,34415,2026-07-02 00:15:00
553.61,550.3659,34466,34493,28,SL,0.311,0.713,-0.586,0.1,-0.686,-6.86,False,BNBUSDT,2,TREND,BUY,34465,2026-07-02 04:25:00
557.12,560.8223,34680,34714,35,SL,0.12,0.761,-0.665,0.1,-0.765,-7.65,False,BNBUSDT,2,TREND,SELL,34679,2026-07-02 22:15:00
561.26,578.0978,34754,35170,417,SL,0.112,3.107,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,SELL,34753,2026-07-03 04:25:00
572.22,576.1,35294,35374,81,REVERSE_SIGNAL,0.869,0.636,0.678,0.1,0.578,5.78,True,BNBUSDT,2,FADE,BUY,35293,2026-07-05 01:25:00
576.1,593.383,35375,35546,172,SL,0.524,3.078,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,SELL,35374,2026-07-05 08:10:00
584.89,586.76,35608,35759,152,REVERSE_SIGNAL,2.464,0.35,-0.32,0.1,-0.42,-4.2,False,BNBUSDT,2,TREND,SELL,35607,2026-07-06 03:35:00
586.76,582.69,35760,35879,120,REVERSE_SIGNAL,0.711,0.995,0.694,0.1,0.594,5.94,True,BNBUSDT,2,FADE,SELL,35759,2026-07-06 16:15:00
582.69,585.53,35880,36041,162,REVERSE_SIGNAL,1.222,0.568,-0.487,0.1,-0.587,-5.87,False,BNBUSDT,2,TREND,SELL,35879,2026-07-07 02:15:00
585.53,579.37,36042,36113,72,REVERSE_SIGNAL,1.218,0.331,1.052,0.1,0.952,9.52,True,BNBUSDT,2,FADE,SELL,36041,2026-07-07 15:45:00
579.37,568.24,36114,36409,296,REVERSE_SIGNAL,3.243,0.1,1.921,0.1,1.821,18.21,True,BNBUSDT,2,TREND,SELL,36113,2026-07-07 21:45:00
568.24,569.05,36410,36715,306,REVERSE_SIGNAL,1.542,0.445,0.143,0.1,0.043,0.43,True,BNBUSDT,2,TREND,BUY,36409,2026-07-08 22:25:00
569.05,575.29,36716,36740,25,REVERSE_SIGNAL,1.402,0.114,1.097,0.1,0.997,9.97,True,BNBUSDT,2,FADE,BUY,36715,2026-07-09 23:55:00
575.29,576.87,36741,37285,545,REVERSE_SIGNAL,0.926,1.413,-0.275,0.1,-0.375,-3.75,False,BNBUSDT,2,FADE,SELL,36740,2026-07-10 02:00:00
576.87,576.0,37286,37429,144,REVERSE_SIGNAL,0.002,1.149,-0.151,0.1,-0.251,-2.51,False,BNBUSDT,2,FADE,BUY,37285,2026-07-11 23:25:00
576.0,576.82,37430,37554,125,REVERSE_SIGNAL,0.002,1.575,-0.142,0.1,-0.242,-2.42,False,BNBUSDT,2,FADE,SELL,37429,2026-07-12 11:25:00
576.82,569.32,37555,37880,326,REVERSE_SIGNAL,0.586,2.479,-1.3,0.1,-1.4,-14.0,False,BNBUSDT,2,FADE,BUY,37554,2026-07-12 21:50:00
569.32,577.39,37881,38250,370,REVERSE_SIGNAL,0.258,2.754,-1.417,0.1,-1.517,-15.17,False,BNBUSDT,2,FADE,SELL,37880,2026-07-14 01:00:00
577.39,583.84,38251,38314,64,REVERSE_SIGNAL,1.318,0.208,1.117,0.1,1.017,10.17,True,BNBUSDT,2,FADE,BUY,38250,2026-07-15 07:50:00
583.84,576.42,38315,38542,228,REVERSE_SIGNAL,1.343,0.428,1.271,0.1,1.171,11.71,True,BNBUSDT,2,FADE,SELL,38314,2026-07-15 13:10:00
576.42,559.1274,38543,38889,347,SL,0.906,3.194,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,BUY,38542,2026-07-16 08:10:00
567.95,569.46,38958,39355,398,REVERSE_SIGNAL,0.349,0.907,-0.266,0.1,-0.366,-3.66,False,BNBUSDT,2,FADE,SELL,38957,2026-07-17 18:45:00
569.46,571.3,39356,39497,142,REVERSE_SIGNAL,0.323,0.379,0.323,0.1,0.223,2.23,True,BNBUSDT,2,FADE,BUY,39355,2026-07-19 03:55:00
571.3,566.45,39498,39663,166,REVERSE_SIGNAL,1.253,0.544,0.849,0.1,0.749,7.49,True,BNBUSDT,2,FADE,SELL,39497,2026-07-19 15:45:00
566.45,570.6951,39664,39735,72,SL,0.607,0.906,-0.749,0.1,-0.849,-8.49,False,BNBUSDT,2,TREND,SELL,39663,2026-07-20 05:35:00
571.31,573.84,39738,40091,354,REVERSE_SIGNAL,1.052,1.556,-0.443,0.1,-0.543,-5.43,False,BNBUSDT,2,FADE,SELL,39737,2026-07-20 11:45:00
573.84,572.75,40092,40338,247,REVERSE_SIGNAL,0.38,1.129,-0.19,0.1,-0.29,-2.9,False,BNBUSDT,2,FADE,BUY,40091,2026-07-21 17:15:00
572.75,570.01,40339,40518,180,REVERSE_SIGNAL,0.62,0.538,0.478,0.1,0.378,3.78,True,BNBUSDT,2,FADE,SELL,40338,2026-07-22 13:50:00
570.01,568.9,40519,40802,284,REVERSE_SIGNAL,0.325,1.067,-0.195,0.1,-0.295,-2.95,False,BNBUSDT,2,FADE,BUY,40518,2026-07-23 04:50:00
568.9,566.49,40803,40883,81,REVERSE_SIGNAL,0.457,0.478,0.424,0.1,0.324,3.24,True,BNBUSDT,2,FADE,SELL,40802,2026-07-24 04:30:00
566.49,565.49,40884,40983,100,REVERSE_SIGNAL,1.831,0.132,0.177,0.1,0.077,0.77,True,BNBUSDT,2,TREND,SELL,40883,2026-07-24 11:15:00
565.49,572.92,40984,41727,744,REVERSE_SIGNAL,0.304,2.142,-1.314,0.1,-1.414,-14.14,False,BNBUSDT,2,FADE,SELL,40983,2026-07-24 19:35:00
572.92,574.82,41728,41834,107,REVERSE_SIGNAL,0.773,1.213,0.332,0.1,0.232,2.32,True,BNBUSDT,2,FADE,BUY,41727,2026-07-27 09:35:00
574.82,567.48,41835,41886,52,REVERSE_SIGNAL,1.32,0.275,1.277,0.1,1.177,11.77,True,BNBUSDT,2,FADE,SELL,41834,2026-07-27 18:30:00
567.48,568.79,41887,42055,169,REVERSE_SIGNAL,0.285,0.879,0.231,0.1,0.131,1.31,True,BNBUSDT,2,FADE,BUY,41886,2026-07-27 22:50:00
568.79,566.1217,42056,42063,8,SL,0.127,0.749,-0.469,0.1,-0.569,-5.69,False,BNBUSDT,2,TREND,BUY,42055,2026-07-28 12:55:00
569.41,572.37,42182,42194,13,REVERSE_SIGNAL,0.669,0.002,0.52,0.1,0.42,4.2,True,BNBUSDT,2,FADE,BUY,42181,2026-07-28 23:25:00
572.37,567.75,42195,42235,41,REVERSE_SIGNAL,0.879,0.26,0.807,0.1,0.707,7.07,True,BNBUSDT,2,FADE,SELL,42194,2026-07-29 00:30:00
567.75,573.12,42236,42304,69,REVERSE_SIGNAL,1.036,0.255,0.946,0.1,0.846,8.46,True,BNBUSDT,2,FADE,BUY,42235,2026-07-29 03:55:00
573.12,569.78,42305,42343,39,REVERSE_SIGNAL,0.761,0.085,0.583,0.1,0.483,4.83,True,BNBUSDT,2,FADE,SELL,42304,2026-07-29 09:40:00
569.78,575.1,42344,42496,153,REVERSE_SIGNAL,0.978,0.748,0.934,0.1,0.834,8.34,True,BNBUSDT,2,FADE,BUY,42343,2026-07-29 12:55:00
575.1,592.353,42497,42668,172,SL,0.555,3.159,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,SELL,42496,2026-07-30 01:40:00
588.68,592.86,42795,42872,78,REVERSE_SIGNAL,0.851,0.454,0.71,0.1,0.61,6.1,True,BNBUSDT,2,FADE,BUY,42794,2026-07-31 02:30:00
592.86,588.06,42873,42941,69,REVERSE_SIGNAL,1.307,0.506,0.81,0.1,0.71,7.1,True,BNBUSDT,2,FADE,SELL,42872,2026-07-31 09:00:00
588.06,590.8,42942,43084,143,REVERSE_SIGNAL,0.519,0.627,0.466,0.1,0.366,3.66,True,BNBUSDT,2,FADE,BUY,42941,2026-07-31 14:45:00
590.8,586.9,43085,43155,71,REVERSE_SIGNAL,0.741,0.415,0.66,0.1,0.56,5.6,True,BNBUSDT,2,FADE,SELL,43084,2026-08-01 02:40:00
586.9,581.4,43156,43367,212,REVERSE_SIGNAL,2.249,0.073,0.937,0.1,0.837,8.37,True,BNBUSDT,2,TREND,SELL,43155,2026-08-01 08:35:00
581.4,585.15,43368,43636,269,REVERSE_SIGNAL,1.753,0.268,0.645,0.1,0.545,5.45,True,BNBUSDT,2,TREND,BUY,43367,2026-08-02 02:15:00
585.15,587.2,43637,43760,124,REVERSE_SIGNAL,0.496,0.636,0.35,0.1,0.25,2.5,True,BNBUSDT,2,FADE,BUY,43636,2026-08-03 00:40:00
587.2,589.42,43761,44034,274,REVERSE_SIGNAL,0.405,1.289,-0.378,0.1,-0.478,-4.78,False,BNBUSDT,2,FADE,SELL,43760,2026-08-03 11:00:00
589.42,594.29,44035,44094,60,REVERSE_SIGNAL,0.981,0.2,0.826,0.1,0.726,7.26,True,BNBUSDT,2,FADE,BUY,44034,2026-08-04 09:50:00
594.29,596.8,44095,44327,233,REVERSE_SIGNAL,0.434,1.984,-0.422,0.1,-0.522,-5.22,False,BNBUSDT,2,FADE,SELL,44094,2026-08-04 14:50:00
596.8,602.56,44328,44391,64,REVERSE_SIGNAL,1.245,0.049,0.965,0.1,0.865,8.65,True,BNBUSDT,2,FADE,BUY,44327,2026-08-05 10:15:00
602.56,596.84,44392,44460,69,REVERSE_SIGNAL,1.047,0.051,0.949,0.1,0.849,8.49,True,BNBUSDT,2,FADE,SELL,44391,2026-08-05 15:35:00
596.84,594.66,44461,44822,362,REVERSE_SIGNAL,0.317,1.128,-0.365,0.1,-0.465,-4.65,False,BNBUSDT,2,FADE,BUY,44460,2026-08-05 21:20:00
594.66,588.67,44823,44835,13,REVERSE_SIGNAL,1.033,0.0,1.007,0.1,0.907,9.07,True,BNBUSDT,2,FADE,SELL,44822,2026-08-07 03:30:00
588.67,592.72,44836,44925,90,REVERSE_SIGNAL,0.688,0.522,0.688,0.1,0.588,5.88,True,BNBUSDT,2,FADE,BUY,44835,2026-08-07 04:35:00
592.72,591.21,44926,45077,152,REVERSE_SIGNAL,0.341,0.359,0.255,0.1,0.155,1.55,True,BNBUSDT,2,FADE,SELL,44925,2026-08-07 12:05:00
591.21,592.9396,45078,45109,32,SL,0.022,0.294,-0.293,0.1,-0.393,-3.93,False,BNBUSDT,2,TREND,SELL,45077,2026-08-08 00:45:00
593.57,611.3771,45115,45242,128,SL,0.091,3.182,-3.0,0.1,-3.1,-31.0,False,BNBUSDT,2,FADE,SELL,45114,2026-08-08 03:50:00
601.26,604.9,45340,45484,145,REVERSE_SIGNAL,0.622,0.143,0.605,0.1,0.505,5.05,True,BNBUSDT,2,FADE,BUY,45339,2026-08-08 22:35:00
604.9,605.68,45485,45634,150,REVERSE_SIGNAL,0.231,1.189,-0.129,0.1,-0.229,-2.29,False,BNBUSDT,2,FADE,SELL,45484,2026-08-09 10:40:00
605.68,603.9,45635,46029,395,REVERSE_SIGNAL,0.251,1.332,-0.294,0.1,-0.394,-3.94,False,BNBUSDT,2,FADE,BUY,45634,2026-08-09 23:10:00
603.9,610.92,46030,46295,266,REVERSE_SIGNAL,2.812,0.023,1.162,0.1,1.062,10.62,True,BNBUSDT,2,TREND,BUY,46029,2026-08-11 08:05:00
610.92,614.74,46296,46572,277,REVERSE_SIGNAL,0.822,0.331,0.625,0.1,0.525,5.25,True,BNBUSDT,2,FADE,BUY,46295,2026-08-12 06:15:00
614.74,610.81,46573,46636,64,REVERSE_SIGNAL,0.683,0.013,0.639,0.1,0.539,5.39,True,BNBUSDT,2,FADE,SELL,46572,2026-08-13 05:20:00
610.81,612.66,46637,46830,194,REVERSE_SIGNAL,0.309,0.946,0.303,0.1,0.203,2.03,True,BNBUSDT,2,FADE,BUY,46636,2026-08-13 10:40:00
612.66,608.29,46831,46873,43,REVERSE_SIGNAL,0.715,0.098,0.713,0.1,0.613,6.13,True,BNBUSDT,2,FADE,SELL,46830,2026-08-14 02:50:00
608.29,608.14,46874,47092,219,REVERSE_SIGNAL,0.201,0.853,-0.025,0.1,-0.125,-1.25,False,BNBUSDT,2,FADE,BUY,46873,2026-08-14 06:25:00
608.14,609.51,47093,47360,268,REVERSE_SIGNAL,0.043,0.835,-0.225,0.1,-0.325,-3.25,False,BNBUSDT,2,FADE,SELL,47092,2026-08-15 00:40:00
609.51,607.94,47361,47519,159,REVERSE_SIGNAL,0.011,0.81,-0.258,0.1,-0.358,-3.58,False,BNBUSDT,2,FADE,BUY,47360,2026-08-15 23:00:00
607.94,606.5482,47520,47587,68,SL,0.122,0.266,-0.229,0.1,-0.329,-3.29,False,BNBUSDT,2,TREND,BUY,47519,2026-08-16 12:15:00
605.62,606.81,47599,47743,145,REVERSE_SIGNAL,0.34,0.718,0.196,0.1,0.096,0.96,True,BNBUSDT,2,FADE,BUY,47598,2026-08-16 18:50:00
606.81,605.04,47744,47966,223,REVERSE_SIGNAL,0.496,0.25,0.292,0.1,0.192,1.92,True,BNBUSDT,2,FADE,SELL,47743,2026-08-17 06:55:00
605.04,603.66,47967,48141,175,REVERSE_SIGNAL,0.083,0.803,-0.228,0.1,-0.328,-3.28,False,BNBUSDT,2,FADE,BUY,47966,2026-08-18 01:30:00
603.66,602.34,48142,48280,139,REVERSE_SIGNAL,0.308,0.253,0.219,0.1,0.119,1.19,True,BNBUSDT,2,FADE,SELL,48141,2026-08-18 16:05:00
602.34,605.57,48281,48389,109,REVERSE_SIGNAL,0.545,0.118,0.536,0.1,0.436,4.36,True,BNBUSDT,2,FADE,BUY,48280,2026-08-19 03:40:00
605.57,699.06,48390,49180,791,REVERSE_SIGNAL,20.077,0.211,15.438,0.1,15.338,153.38,True,BNBUSDT,2,TREND,BUY,48389,2026-08-19 12:45:00
699.06,695.39,49181,49531,351,REVERSE_SIGNAL,3.114,1.701,0.525,0.1,0.425,4.25,True,BNBUSDT,2,TREND,SELL,49180,2026-08-22 06:40:00
695.39,694.8,49532,49778,247,REVERSE_SIGNAL,0.741,1.78,0.085,0.1,-0.015,-0.15,False,BNBUSDT,2,FADE,SELL,49531,2026-08-23 11:55:00
694.8,701.4703,49779,49796,18,SL,0.026,1.025,-0.96,0.1,-1.06,-10.6,False,BNBUSDT,2,TREND,SELL,49778,2026-08-24 08:30:00
703.96,697.4804,49826,49841,16,SL,0.663,1.017,-0.92,0.1,-1.02,-10.2,False,BNBUSDT,2,TREND,BUY,49825,2026-08-24 12:25:00
72085.8,72937.015,214,264,51,SL,0.513,1.24,-1.181,0.1,-1.281,-12.81,False,BTCUSDT,2,TREND,SELL,213,2026-03-05 06:05:00
