trade_idx,datetime,symbol,trade_type,direction,entry_price,exit_price,exit_reason,duration_bars,pos_size_usd,leverage_used,sl_pct,net_pnl_pct,pnl_usd,is_win,equity_after,drawdown_pct
20,2026-03-05 20:45:00,RENDERUSDT,TREND,BUY,1.392,1.4198,TP,86,735.6868317332778,0.6666666666666666,1.5,1.9,13.978049802932278,True,1117.508297402849,0.0
21,2026-03-06 03:40:00,OPUSDT,FADE,SELL,0.1275,0.125,TP,71,745.0055316018993,0.6666666666666666,1.5,1.93,14.378606759916655,True,1131.8869041627656,0.0
22,2026-03-06 11:55:00,ARBUSDT,TREND,SELL,0.1023,0.1003,TP,25,754.5912694418438,0.6666666666666667,1.5,1.9,14.337234119395031,True,1146.2241382821608,0.0
23,2026-03-06 12:35:00,RENDERUSDT,TREND,SELL,1.378,1.3504,TP,18,764.1494255214405,0.6666666666666667,1.5,1.9,14.51883908490737,True,1160.742977367068,0.0
24,2026-03-06 12:40:00,TIAUSDT,TREND,SELL,0.3371,0.3304,TP,23,773.8286515780454,0.6666666666666667,1.5,1.9,14.702744379982862,True,1175.445721747051,0.0
25,2026-03-07 15:25:00,XRPUSDT,FADE,BUY,1.3555,1.3594,REVERSE_SIGNAL,198,783.6304811647008,0.6666666666666667,1.5,0.218,1.7083144489390478,True,1177.15403619599,0.0
26,2026-03-07 19:45:00,NEARUSDT,FADE,BUY,1.2066,1.227,REVERSE_SIGNAL,165,784.7693574639935,0.6666666666666667,1.5,1.624,12.744654365215256,True,1189.8986905612053,0.0
27,2026-03-08 07:10:00,RENDERUSDT,TREND,BUY,1.394,1.349,REVERSE_SIGNAL,102,360.5753607761228,0.30303030303030304,3.3000000000000003,-3.328,-11.999948006629365,False,1177.8987425545758,1.0084848484848543
28,2026-03-08 08:00:00,XRPUSDT,FADE,SELL,1.3611,1.3451,REVERSE_SIGNAL,53,785.2658283697173,0.6666666666666667,1.5,1.103,8.661482086917982,True,1186.5602246414937,0.28056724040405445
29,2026-03-08 09:15:00,BTCUSDT,FADE,SELL,68090.37,67304.1,REVERSE_SIGNAL,56,791.0401497609959,0.6666666666666667,1.5,1.085,8.582785624906805,True,1195.1430102664006,0.0
30,2026-03-08 09:35:00,NEARUSDT,FADE,SELL,1.2404,1.2156,TP,61,796.762006844267,0.6666666666666666,1.5,1.93,15.377506732094352,True,1210.520516998495,0.0
31,2026-03-08 09:45:00,AVAXUSDT,FADE,SELL,8.9903,8.845,REVERSE_SIGNAL,71,807.0136779989967,0.6666666666666667,1.5,1.547,12.48450159864448,True,1223.0050185971395,0.0
32,2026-03-08 10:00:00,FETUSDT,FADE,SELL,0.1436,0.1411,REVERSE_SIGNAL,99,815.3366790647597,0.6666666666666666,1.5,1.657,13.51012877210307,True,1236.5151473692426,0.0
33,2026-03-08 10:10:00,ADAUSDT,FADE,SELL,0.2569,0.2518,TP,35,824.3434315794951,0.6666666666666667,1.5,1.93,15.909828229484255,True,1252.4249755987269,0.0
34,2026-03-08 10:10:00,DOGEUSDT,FADE,SELL,0.0908,0.089,TP,22,834.9499837324846,0.6666666666666667,1.5,1.93,16.11453468603695,True,1268.5395102847638,0.0
35,2026-03-08 10:10:00,ETHUSDT,FADE,SELL,1972.9375,1933.4787,TP,23,845.6930068565092,0.6666666666666667,1.5,1.93,16.321875032330627,True,1284.8613853170943,0.0
36,2026-03-08 12:15:00,ETHUSDT,FADE,BUY,1925.7234,1964.2379,TP,74,856.574256878063,0.6666666666666667,1.5,1.93,16.531883157746613,True,1301.3932684748409,0.0
37,2026-03-08 15:00:00,ADAUSDT,FADE,BUY,0.2491,0.2541,TP,53,867.5955123165606,0.6666666666666667,1.5,1.93,16.744593387709617,True,1318.1378618625504,0.0
38,2026-03-08 15:40:00,INJUSDT,FADE,BUY,2.7878,2.8436,TP,34,878.7585745750335,0.6666666666666666,1.5,1.93,16.960040489298144,True,1335.0979023518485,0.0
39,2026-03-08 16:10:00,AVAXUSDT,FADE,BUY,8.8105,8.95,REVERSE_SIGNAL,40,890.0652682345657,0.6666666666666667,1.5,1.513,13.466687508388977,True,1348.5645898602374,0.0
40,2026-03-08 16:45:00,NEARUSDT,TREND,SELL,1.207,1.2492,SL,124,369.97656786289093,0.27434842249657065,3.6450000000000005,-3.6,-13.319156443064076,False,1335.2454334171734,0.987654320987649
41,2026-03-08 20:30:00,BNBUSDT,FADE,SELL,618.81,614.03,REVERSE_SIGNAL,32,890.1636222781158,0.6666666666666667,1.5,0.702,6.248948628392372,True,1341.4943820455658,0.5242765432098746
42,2026-03-08 20:35:00,FETUSDT,FADE,SELL,0.1436,0.1407,TP,17,894.3295880303773,0.6666666666666667,1.5,1.93,17.26056104898628,True,1358.7549430945521,0.0
43,2026-03-09 03:15:00,SOLUSDT,FADE,SELL,84.338,82.6512,TP,46,905.8366287297015,0.6666666666666667,1.5,1.93,17.48264693448324,True,1376.2375900290353,0.0
44,2026-03-09 03:30:00,INJUSDT,TREND,BUY,2.849,2.906,TP,27,917.4917266860235,0.6666666666666666,1.5,1.9,17.432342807034445,True,1393.6699328360698,0.0
45,2026-03-09 03:40:00,NEARUSDT,TREND,BUY,1.24,1.2648,TP,121,751.3045460032722,0.5390835579514826,1.855,1.9,14.274786374062172,True,1407.944719210132,0.0
46,2026-03-09 04:30:00,LINKUSDT,FADE,SELL,8.8275,8.6509,TP,20,938.6298128067547,0.6666666666666666,1.5,1.93,18.115555387170364,True,1426.0602745973024,0.0
47,2026-03-09 04:50:00,APTUSDT,TREND,BUY,0.9468,0.9657,TP,107,950.7068497315349,0.6666666666666666,1.5,1.9,18.063430144899165,True,1444.1237047422017,0.0
48,2026-03-09 05:40:00,TIAUSDT,TREND,BUY,0.3252,0.3317,TP,165,545.9824970669949,0.3780718336483932,2.645,1.9,10.373667444272904,True,1454.4973721864746,0.0
49,2026-03-09 13:25:00,XRPUSDT,FADE,SELL,1.3712,1.4055,SL,229,499.8272756654552,0.3436426116838488,2.91,-2.57,-12.845560984602198,False,1441.6518112018725,0.8831615120274857
50,2026-03-09 21:00:00,SEIUSDT,TREND,BUY,0.0635,0.0647,TP,8,961.1012074679151,0.6666666666666667,1.5,1.9,18.260922941890385,True,1459.912734143763,0.0
51,2026-03-09 22:50:00,NEARUSDT,TREND,SELL,1.221,1.2637,SL,65,414.51241741730917,0.2839295854628052,3.5220000000000002,-3.6,-14.922447027023132,False,1444.9902871167399,1.0221465076660936
52,2026-03-10 02:45:00,ETHUSDT,TREND,BUY,2051.99,2020.81,REVERSE_SIGNAL,139,670.5291355530115,0.46403712296983757,2.155,-1.62,-10.862571995958788,False,1434.127715120781,1.7662027612975664
53,2026-03-10 04:35:00,NEARUSDT,TREND,BUY,1.269,1.2944,TP,47,956.0851434138541,0.6666666666666667,1.5,1.9,18.16561772486323,True,1452.2933328456443,0.5219079962739976
54,2026-03-10 14:10:00,AVAXUSDT,FADE,BUY,9.3137,9.4999,TP,7,968.1955552304296,0.6666666666666667,1.5,1.93,18.68617421594729,True,1470.9795070615914,0.0
55,2026-03-10 15:20:00,AVAXUSDT,TREND,BUY,9.681,9.8746,TP,12,980.6530047077276,0.6666666666666666,1.5,1.9,18.632407089446826,True,1489.6119141510383,0.0
56,2026-03-10 18:55:00,APTUSDT,FADE,BUY,0.9566,0.9612,REVERSE_SIGNAL,215,636.5862880987344,0.4273504273504274,2.34,0.413,2.6291013698477728,True,1492.241015520886,0.0
