symbol,direction,signal_datetime,entry_price,max_roe_pct,max_stoploss_pct,duration_bars,atr_pct,trail_gap_pct,is_low_volatility,is_tight_gap,has_counter_fvg,has_recent_choch,has_recent_bos,quick_loss_under_10_bars
SOLUSDT,BUY,2025-10-21 15:30:00,196.66,0.524,6.88,56,0.877,1.754,False,False,False,False,False,False
SOLUSDT,BUY,2025-10-29 13:15:00,201.13,0.094,6.091,84,0.506,1.011,False,False,False,False,False,False
SOLUSDT,BUY,2025-11-07 18:45:00,162.03,1.722,3.833,84,0.975,1.95,False,False,False,False,False,False
SOLUSDT,SELL,2025-11-08 15:45:00,156.61,1.022,4.674,95,0.576,1.151,False,False,False,False,False,False
SOLUSDT,SELL,2025-11-19 17:00:00,132.31,1.413,8.964,37,0.9,1.8,False,False,False,False,False,False
SOLUSDT,SELL,2025-12-21 13:45:00,123.57,0.121,3.998,96,0.407,0.814,False,False,True,False,False,False
SOLUSDT,SELL,2025-12-26 00:00:00,120.05,0.75,3.565,51,0.481,0.961,False,False,False,False,False,False
SOLUSDT,SELL,2026-01-15 18:45:00,141.47,0.919,2.849,112,0.608,1.217,False,False,False,False,False,False
SOLUSDT,BUY,2026-01-21 21:00:00,131.0,0.832,3.313,79,0.78,1.56,False,False,False,False,False,False
SOLUSDT,BUY,2026-02-09 19:45:00,87.89,0.444,4.301,60,0.868,1.737,False,False,False,False,False,False
SOLUSDT,SELL,2026-03-01 20:15:00,82.27,0.766,9.347,79,0.76,1.52,False,False,False,False,False,False
SOLUSDT,BUY,2026-03-02 16:00:00,89.61,0.792,6.673,79,1.05,2.1,False,False,False,False,False,False
SOLUSDT,SELL,2026-03-12 05:15:00,84.85,0.024,3.312,33,0.409,0.818,False,False,False,False,False,False
SOLUSDT,SELL,2026-03-14 00:30:00,87.84,1.628,0.934,116,0.437,0.874,False,False,False,False,True,False
SOLUSDT,SELL,2026-03-24 18:00:00,89.14,0.886,4.274,45,0.575,1.151,False,False,False,False,False,False
SOLUSDT,BUY,2026-03-25 05:15:00,92.59,0.94,3.964,99,0.467,0.934,False,False,True,False,False,False
SOLUSDT,SELL,2026-03-31 10:15:00,80.68,0.62,4.598,79,0.628,1.256,False,False,False,False,False,False
SOLUSDT,BUY,2026-04-06 00:15:00,82.45,0.885,3.554,94,0.575,1.151,False,False,True,False,False,False
SOLUSDT,SELL,2026-04-09 01:45:00,82.17,0.986,3.042,70,0.457,0.915,False,False,False,False,False,False
SOLUSDT,SELL,2026-04-14 21:15:00,83.72,1.338,2.496,103,0.535,1.07,False,False,False,False,False,False
SOLUSDT,SELL,2026-04-23 02:45:00,85.89,1.711,1.199,217,0.411,0.823,False,False,False,False,False,False
SOLUSDT,SELL,2026-04-25 19:00:00,85.62,0.117,1.296,90,0.213,0.426,True,True,False,False,False,False
SOLUSDT,SELL,2026-06-14 20:00:00,67.48,0.044,4.475,8,0.312,0.624,True,False,True,False,False,True
SOLUSDT,SELL,2026-06-27 22:30:00,70.88,1.749,3.414,137,0.457,0.914,False,False,True,False,False,False
SOLUSDT,BUY,2026-07-10 03:15:00,78.8,1.066,2.246,69,0.376,0.752,False,False,False,False,True,False
SOLUSDT,BUY,2026-07-30 16:00:00,74.69,0.79,2.597,92,0.338,0.676,True,False,False,False,False,False
SOLUSDT,SELL,2026-08-03 08:15:00,72.04,0.125,2.499,37,0.275,0.55,True,False,False,False,False,False
SOLUSDT,BUY,2026-08-12 03:00:00,76.33,1.31,1.389,78,0.235,0.471,True,True,True,False,False,False
XRPUSDT,SELL,2025-10-21 07:00:00,2.4165,0.67,4.759,38,0.526,1.051,False,False,True,False,False,False
XRPUSDT,BUY,2025-10-21 16:30:00,2.5114,0.374,4.902,58,0.713,1.429,False,False,False,False,False,False
XRPUSDT,BUY,2025-12-09 16:30:00,2.1656,0.545,4.969,82,0.748,1.501,False,False,True,False,False,False
XRPUSDT,SELL,2025-12-17 19:00:00,1.8508,1.378,4.458,82,0.843,1.686,False,False,False,False,False,False
XRPUSDT,BUY,2025-12-18 15:30:00,1.9275,0.005,6.744,22,0.783,1.567,False,False,False,False,False,False
XRPUSDT,SELL,2025-12-31 16:45:00,1.843,1.758,1.394,97,0.304,0.602,True,False,False,False,False,False
XRPUSDT,BUY,2026-01-19 18:15:00,2.0118,0.383,2.868,43,0.482,0.959,False,False,False,False,False,False
XRPUSDT,BUY,2026-01-21 21:00:00,1.9744,0.734,3.763,75,0.937,1.869,False,False,True,False,False,False
XRPUSDT,BUY,2026-01-26 13:15:00,1.9118,1.758,2.427,251,0.371,0.737,False,False,False,False,False,False
XRPUSDT,SELL,2026-02-09 10:30:00,1.3761,0.145,6.359,58,0.719,1.432,False,False,False,False,False,False
XRPUSDT,BUY,2026-02-10 01:00:00,1.4449,0.554,3.689,77,0.561,1.121,False,False,False,False,False,False
XRPUSDT,BUY,2026-02-21 10:30:00,1.4407,1.59,2.527,106,0.285,0.576,True,False,True,False,False,False
XRPUSDT,BUY,2026-02-23 12:30:00,1.4174,0.332,6.434,59,0.635,1.27,False,False,False,False,False,False
XRPUSDT,SELL,2026-02-24 03:15:00,1.33,1.391,5.241,100,0.692,1.383,False,False,False,False,False,False
XRPUSDT,SELL,2026-03-01 20:15:00,1.3426,0.722,5.623,79,0.633,1.266,False,False,False,False,False,False
XRPUSDT,SELL,2026-03-12 03:45:00,1.3726,0.678,3.745,85,0.313,0.627,True,False,False,False,False,False
XRPUSDT,SELL,2026-03-24 16:15:00,1.3974,1.059,2.032,63,0.465,0.93,False,False,False,False,False,False
XRPUSDT,SELL,2026-04-05 06:00:00,1.2968,1.527,3.2,72,0.247,0.501,True,False,False,False,False,False
XRPUSDT,BUY,2026-04-06 00:00:00,1.333,1.8,1.643,98,0.435,0.878,False,False,False,False,False,False
XRPUSDT,BUY,2026-04-09 20:45:00,1.3561,1.386,2.367,217,0.376,0.752,False,False,False,False,False,False
XRPUSDT,BUY,2026-04-29 09:45:00,1.4031,0.171,3.036,21,0.264,0.527,True,False,False,False,False,False
XRPUSDT,SELL,2026-04-29 15:00:00,1.3644,1.481,2.169,186,0.381,0.77,False,False,False,False,False,False
XRPUSDT,BUY,2026-06-11 19:15:00,1.1415,1.673,1.428,269,0.631,1.261,False,False,False,False,False,False
XRPUSDT,SELL,2026-06-21 22:45:00,1.1312,0.734,2.847,60,0.407,0.804,False,False,False,True,False,False
XRPUSDT,BUY,2026-06-22 13:45:00,1.1631,0.009,3.654,59,0.421,0.843,False,False,False,False,False,False
XRPUSDT,BUY,2026-06-27 03:00:00,1.0579,1.777,1.267,94,0.454,0.907,False,False,False,False,True,False
XRPUSDT,SELL,2026-06-30 10:30:00,1.0419,1.987,2.236,119,0.23,0.461,True,True,False,False,False,False
XRPUSDT,SELL,2026-07-05 04:00:00,1.1382,1.239,2.715,78,0.369,0.729,False,False,False,False,False,False
XRPUSDT,BUY,2026-07-10 02:30:00,1.106,1.157,1.338,183,0.316,0.624,True,False,False,False,False,False
XRPUSDT,SELL,2026-07-16 18:30:00,1.0893,1.854,0.927,241,0.468,0.927,False,False,False,False,False,False
XRPUSDT,BUY,2026-07-29 02:30:00,1.0795,1.427,1.667,231,0.408,0.806,False,False,False,False,False,False
XRPUSDT,BUY,2026-08-12 12:15:00,1.0241,0.137,2.109,36,0.225,0.459,True,True,True,False,False,False
